"","Year","Rnd","DT","OvPck","FrRnd","RdPck","Tm","Signed","Name","Pos","WAR","G","AB","HR","BA","OPS","G.1","W","L","ERA","WHIP","SV","Type","Drafted.Out.of","bbrid"
"600",2016,20,NA,600,"FrRnd",14,"Rays","Y","Kevin Santiago (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Miami-Dade College, Wolfson Campus (Miami, FL)","santia000kev"
"601",2016,20,NA,601,"FrRnd",15,"Orioles","Y","Yelin Rodriguez (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Puerto Rico Baseball Academy (Gurabo, Puerto Rico)","rodrig000yel"
"602",2016,20,NA,602,"FrRnd",16,"Indians","N","Ben Baird (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Agoura HS (Agoura Hills, CA)","baird-000ben"
"603",2016,20,NA,603,"FrRnd",17,"Twins","N","Shamoy Christopher (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Roane State Community College (Harriman, TN)","christ000sha"
"604",2016,20,NA,604,"FrRnd",18,"Nationals","Y","Jake Barnett (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Lewis-Clark State College (Lewiston, ID)","barnet000jak"
"605",2016,20,NA,605,"FrRnd",19,"Giants","Y","Justin Alleman (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Lee University (Cleveland, TN)","allema000jus"
"606",2016,20,NA,606,"FrRnd",20,"Angels","Y","Jack Kruger (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Mississippi State University (Mississippi State, MS)","kruger000jac"
"607",2016,20,NA,607,"FrRnd",21,"Astros","Y","L.P. Pelletier (minors)","2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Seminole State College (Seminole, OK)","pellet000lou"
"608",2016,20,NA,608,"FrRnd",22,"Yankees","Y","Miles Chambers (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","California State University Fullerton (Fullerton, CA)","chambe000mil"
"609",2016,20,NA,609,"FrRnd",23,"Rangers","Y","Stephen Lohr (minors)","3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","California Baptist University (Riverside, CA)","lohr--000ste"
"610",2016,20,NA,610,"FrRnd",24,"Mets","N","Carlos Cortes (minors)","LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Lake Howell HS (Winter Park, FL)","cortes001car"
"611",2016,20,NA,611,"FrRnd",25,"Dodgers","Y","Brock Carpenter (minors)","3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Seattle University (Seattle, WA)","carpen000bro"
"612",2016,20,NA,612,"FrRnd",26,"Blue Jays","Y","Angel Alicea (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Alabama State University (Montgomery, AL)","alicea002ang"
"613",2016,20,NA,613,"FrRnd",27,"Royals","Y","Anthony Bender (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Santa Rosa Junior College (Santa Rosa, CA)","bender000ant"
"614",2016,20,NA,614,"FrRnd",28,"Cubs","Y","Colton Freeman (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Alabama (Tuscaloosa, AL)","freema000col"
"615",2016,20,NA,615,"FrRnd",29,"Pirates","Y","Adam Oller (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Northwestern State University of Louisiana (Natchitoches, LA)","oller-000ada"
"616",2016,20,NA,616,"FrRnd",30,"Cardinals","Y","Stefan Trosclair (minors)","1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Louisiana at Lafayette (Lafayette, LA)","troscl001ste"
"617",2016,21,NA,617,"FrRnd",1,"Phillies","Y","Jonathan Hennigan (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Texas State University (San Marcos, TX)","hennig000jon"
"618",2016,21,NA,618,"FrRnd",2,"Reds","Y","Andrew Wright (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Southern California (Los Angeles, CA)","wright003and"
"619",2016,21,NA,619,"FrRnd",3,"Braves","Y","Dalton Carroll (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Utah (Salt Lake City, UT)","carrol001dal"
"620",2016,21,NA,620,"FrRnd",4,"Rockies","Y","Tyler Bugner (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Newman University (Wichita, KS)","bugner000tyl"
"621",2016,21,NA,621,"FrRnd",5,"Brewers","Y","Nathan Rodriguez (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Cypress College (Cypress, CA)","rodrig001nat"
"622",2016,21,NA,622,"FrRnd",6,"Athletics","Y","Kyle Nowlin (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Eastern Kentucky University (Richmond, KY)","nowlin000kyl"
"623",2016,21,NA,623,"FrRnd",7,"Marlins","Y","Luis Pintor (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","New Mexico Junior College (Hobbs, NM)","pintor000lui"
"624",2016,21,NA,624,"FrRnd",8,"Padres","Y","Taylor Kohlwey (minors)","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Wisconsin at La Crosse (La Crosse, WI)","kohlwe000tay"
"625",2016,21,NA,625,"FrRnd",9,"Tigers","Y","Joe Navilhon (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Southern California (Los Angeles, CA)","navilh000joe"
"626",2016,21,NA,626,"FrRnd",10,"White Sox","Y","Michael Horejsei (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","The Ohio State University (Columbus, OH)","horejs000mic"
"627",2016,21,NA,627,"FrRnd",11,"Mariners","Y","Austin Grebeck (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Oregon (Eugene, OR)","grebec000aus"
"628",2016,21,NA,628,"FrRnd",12,"Red Sox","N","Beau Capanna (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Bishop Gorman HS (Las Vegas, NV)","capann000bea"
"629",2016,21,NA,629,"FrRnd",13,"Diamondbacks","N","Cameron Cannon (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Mountain Ridge HS (Glendale, AZ)","cannon000cam"
"630",2016,21,NA,630,"FrRnd",14,"Rays","N","John McMillon (minors)","3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Jasper HS (Jasper, TX)","mcmill005joh"
"631",2016,21,NA,631,"FrRnd",15,"Orioles","Y","Chris Clare (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","High Point University (High Point, NC)","clare-000chr"
"632",2016,21,NA,632,"FrRnd",16,"Indians","N","Wil Crowe (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of South Carolina (Columbia, SC)","crowe-000wil"
"633",2016,21,NA,633,"FrRnd",17,"Twins","Y","Domenick Carlini (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Southeastern Louisiana University (Hammond, LA)","carlin000dom"
"634",2016,21,NA,634,"FrRnd",18,"Nationals","Y","Jacob Howell (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Delta State University (Cleveland, MS)","howell002jac"
"635",2016,21,NA,635,"FrRnd",19,"Giants","Y","Will Albertson (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Catawba College (Salisbury, NC)","albert002wil"
"636",2016,21,NA,636,"FrRnd",20,"Angels","Y","L.J. Kalawaia (minors)","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of North Carolina at Greensboro (Greensboro, NC)","kalawa000lj-"
"637",2016,21,NA,637,"FrRnd",21,"Astros","Y","Chuckie Robinson (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Southern Mississippi (Hattiesburg, MS)","robins000chu"
"638",2016,21,NA,638,"FrRnd",22,"Yankees","Y","Timmy Robinson (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Southern California (Los Angeles, CA)","robins000tim"
"639",2016,21,NA,639,"FrRnd",23,"Rangers","Y","Kaleb Fontenot (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","McNeese State University (Lake Charles, LA)","fonten000kal"
"640",2016,21,NA,640,"FrRnd",24,"Mets","Y","Max Kuhns (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Santa Clara University (Santa Clara, CA)","kuhns-000max"
"641",2016,21,NA,641,"FrRnd",25,"Dodgers","Y","James Carter (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of California, Santa Barbara (Santa Barbara, CA)","carter003jam"
"642",2016,21,NA,642,"FrRnd",26,"Blue Jays","Y","Mitch McKown (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Seminole Community College (Sanford, FL)","mckown000mit"
"643",2016,21,NA,643,"FrRnd",27,"Royals","Y","Dalton Griffin (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","South Effingham HS (Guyton, GA)","griffi000dal"
"644",2016,21,NA,644,"FrRnd",28,"Cubs","Y","Sam Tidaback (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","North Georgia College and State University (Dahlonega, GA)","tidaba000sam"
"645",2016,21,NA,645,"FrRnd",29,"Pirates","Y","Matt Eckelman (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","St. Louis University (St. Louis, MO)","eckelm000mat"
"646",2016,21,NA,646,"FrRnd",30,"Cardinals","N","Cade Cabbiness (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Bixby HS (Bixby, OK)","cabbin000cad"
"647",2016,22,NA,647,"FrRnd",1,"Phillies","Y","Kyle Young (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","St. Dominic HS (Oyster Bay, NY)","young-002kyl"
"648",2016,22,NA,648,"FrRnd",2,"Reds","Y","Aaron Quillen (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Belmont University (Nashville, TN)","quille000aar"
"649",2016,22,NA,649,"FrRnd",3,"Braves","Y","Alex Lee (minors)","1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Samford University (Birmingham, AL)","lee---002ale"
"650",2016,22,NA,650,"FrRnd",4,"Rockies","Y","Steven Linkous (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of North Carolina at Wilmington (Wilmington, NC)","linkou000ste"
"651",2016,22,NA,651,"FrRnd",5,"Brewers","Y","Cam Roegner (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Bradley University (Peoria, IL)","rogner000cam"
"652",2016,22,NA,652,"FrRnd",6,"Athletics","Y","Roger Gonzalez (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Winthrop University (Rock Hill, SC)","gonzal003rog"
"653",2016,22,NA,653,"FrRnd",7,"Marlins","Y","Alejandro Mateo (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Nova Southeastern University (Fort Lauderdale, FL)","mateo-003ale"
"654",2016,22,NA,654,"FrRnd",8,"Padres","Y","Evan Miller (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Indiana University/Purdue University at Fort Wayne (Fort Wayne, IN)","miller002eva"
"655",2016,22,NA,655,"FrRnd",9,"Tigers","Y","Burris Warner (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Marshall University (Huntington, WV)","warner002bur"
"656",2016,22,NA,656,"FrRnd",10,"White Sox","Y","Joel Booker (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Iowa (Iowa City, IA)","booker001joe"
"657",2016,22,NA,657,"FrRnd",11,"Mariners","Y","Jansiel Rivera (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Methuen HS (Methuen, MA)","rivera000jan"
"658",2016,22,NA,658,"FrRnd",12,"Red Sox","Y","Granger Studdard (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Texas State University (San Marcos, TX)","studda000gra"
"659",2016,22,NA,659,"FrRnd",13,"Diamondbacks","Y","Kevin Ginkel (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Arizona (Tucson, AZ)","ginkel000kev"
"660",2016,22,NA,660,"FrRnd",14,"Rays","N","Freddy Villarreal (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Veterans Memorial HS (Mission, TX)","villar000fre"
"661",2016,22,NA,661,"FrRnd",15,"Orioles","Y","Nick Gruener (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Harvard University (Cambridge, MA)","gruene000nic"
"662",2016,22,NA,662,"FrRnd",16,"Indians","N","Mason Studstill (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Rockledge HS (Rockledge, FL)","studst000mas"
"663",2016,22,NA,663,"FrRnd",17,"Twins","Y","Hank Morrison (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Mercyhurst College (Erie, PA)","morris002han"
"664",2016,22,NA,664,"FrRnd",18,"Nationals","Y","Sterling Sharp (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Drury University (Springfield, MO)","sharp-002ste"
"665",2016,22,NA,665,"FrRnd",19,"Giants","Y","Malique Ziegler (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","North Iowa Area Community College (Mason City, IA)","ziegle000mal"
"666",2016,22,NA,666,"FrRnd",20,"Angels","N","Troy Rallings (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Washington (Seattle, WA)","rallin000tro"
"667",2016,22,NA,667,"FrRnd",21,"Astros","Y","Raymond Henderson (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Grayson County College (Denison, TX)","hender002ray"
"668",2016,22,NA,668,"FrRnd",22,"Yankees","N","Blair Henley (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Arlington Heights HS (Fort Worth, TX)","henley000bla"
"669",2016,22,NA,669,"FrRnd",23,"Rangers","Y","Clay Middleton (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Bethune-Cookman College (Daytona Beach, FL)","middle000cla"
"670",2016,22,NA,670,"FrRnd",24,"Mets","Y","Ian Strom (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Massachusetts Lowell (Lowell, MA)","strom-000ian"
"671",2016,22,NA,671,"FrRnd",25,"Dodgers","Y","Jeff Paschke (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Southern California (Los Angeles, CA)","paschk000jef"
"672",2016,22,NA,672,"FrRnd",26,"Blue Jays","Y","Connor Eller (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Ouachita Baptist University (Arkadelphia, AR)","eller-000con"
"673",2016,22,NA,673,"FrRnd",27,"Royals","Y","Cody Nesbit (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","San Jacinto College, North Campus (Houston, TX)","nesbit000cod"
"674",2016,22,NA,674,"FrRnd",28,"Cubs","N","Dante Biasi (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Hazleton HS (Hazleton, PA)","biasi-000dan"
"675",2016,22,NA,675,"FrRnd",29,"Pirates","Y","Brandon Bingel (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Bryant College (Smithfield, RI)","bingel000bra"
"676",2016,22,NA,676,"FrRnd",30,"Cardinals","Y","Mick Fennell (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","California University of Pennsylvania (California, PA)","fennel002mic"
"677",2016,23,NA,677,"FrRnd",1,"Phillies","N","Cam Duzenack (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Dallas Baptist University (Dallas, TX)","duzena000cam"
"678",2016,23,NA,678,"FrRnd",2,"Reds","Y","Manny Cruz (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Southern New Hampshire University (Manchester, NH)","cruz--005man"
"679",2016,23,NA,679,"FrRnd",3,"Braves","Y","Griffin Benson (minors)","1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Aledo HS (Aledo, TX)","benson000gri"
"680",2016,23,NA,680,"FrRnd",4,"Rockies","Y","Jared Gesell (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of North Carolina at Wilmington (Wilmington, NC)","gesell000jar"
"681",2016,23,NA,681,"FrRnd",5,"Brewers","Y","Ronnie Gideon (minors)","1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Texas A&M University (College Station, TX)","gideon002ron"
"682",2016,23,NA,682,"FrRnd",6,"Athletics","N","Christian Lindsay-Young (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Niagara County Community College (Sanborn, NY)","lindsa003chr"
"683",2016,23,NA,683,"FrRnd",7,"Marlins","Y","Hunter Wells (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Gonzaga University (Spokane, WA)","wells-000hun"
"684",2016,23,NA,684,"FrRnd",8,"Padres","Y","Nate Easley (minors)","2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Yavapai College (Prescott, AZ)","easley002nat"
"685",2016,23,NA,685,"FrRnd",9,"Tigers","Y","Bryan Torres (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Carlos Beltran Baseball Academy (Florida, Puerto Rico)","torres002bry"
"686",2016,23,NA,686,"FrRnd",10,"White Sox","Y","Sam Dexter (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Southern Maine (Gorham, ME)","dexter000sam"
"687",2016,23,NA,687,"FrRnd",11,"Mariners","Y","Jack Anderson (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Pennsylvania State University (State College, PA)","anders007jac"
"688",2016,23,NA,688,"FrRnd",12,"Red Sox","Y","Juan Carlos Abreu (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Winter Springs HS (Winter Springs, FL)","abreu-004jua"
"689",2016,23,NA,689,"FrRnd",13,"Diamondbacks","Y","Luke Van Rycheghem (minors)","1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Ursuline College SS (Chatham-Kent, ON)","vanryc000luk"
"690",2016,23,NA,690,"FrRnd",14,"Rays","Y","Isaac Benard (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Mount Hood Community College (Gresham, OR)","benard000isa"
"691",2016,23,NA,691,"FrRnd",15,"Orioles","Y","Tyler Erwin (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","New Mexico State University (Las Cruces, NM)","erwin-000tyl"
"692",2016,23,NA,692,"FrRnd",16,"Indians","Y","Mike Letkewicz (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Augustana College (Sioux Falls, SD)","letkew000mik"
"693",2016,23,NA,693,"FrRnd",17,"Twins","Y","Caleb Hamilton (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Oregon State University (Corvallis, OR)","hamilt000cal"
"694",2016,23,NA,694,"FrRnd",18,"Nationals","Y","Michael Rishwain (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Westmont College (Santa Barbara, CA)","rishwa000mic"
"695",2016,23,NA,695,"FrRnd",19,"Giants","Y","Jacob Greenwalt (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Windsor HS (Windsor, CO)","greenw000jac"
"696",2016,23,NA,696,"FrRnd",20,"Angels","Y","Torii Hunter (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Notre Dame (South Bend, IN)","hunter002tor"
"697",2016,23,NA,697,"FrRnd",21,"Astros","Y","Tyler Britton (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","High Point University (High Point, NC)","britto000tyl"
"698",2016,23,NA,698,"FrRnd",22,"Yankees","Y","Braden Bristo (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Louisiana Tech University (Ruston, LA)","bristo000bra"
"699",2016,23,NA,699,"FrRnd",23,"Rangers","Y","Dylan Bice (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Heritage HS (Ringgold, GA)","bice--000dyl"
"700",2016,23,NA,700,"FrRnd",24,"Mets","Y","Nick Sergakis (minors)","2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","The Ohio State University (Columbus, OH)","sergak000nic"
"701",2016,23,NA,701,"FrRnd",25,"Dodgers","N","Bailey Ober (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","College of Charleston (Charleston, SC)","ober--000bai"
"702",2016,23,NA,702,"FrRnd",26,"Blue Jays","Y","Dom Abbadessa (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Huntington Beach HS (Huntington Beach, CA)","abbade000dom"
"703",2016,23,NA,703,"FrRnd",27,"Royals","Y","Kort Peterson (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of California, Los Angeles (Los Angeles, CA)","peters000kor"
"704",2016,23,NA,704,"FrRnd",28,"Cubs","Y","Delvin Zinn (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Itawamba Community College (Fulton, MS)","zinn--000del"
"705",2016,23,NA,705,"FrRnd",29,"Pirates","Y","Garrett Brown (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Western Carolina University (Cullowhee, NC)","brown-006gar"
"706",2016,23,NA,706,"FrRnd",30,"Cardinals","N","J.D. Crowe (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Francis Marion University (Florence, SC)","crowe-000jd-"
"707",2016,24,NA,707,"FrRnd",1,"Phillies","Y","Tyler Hallead (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","College of Southern Nevada (Henderson, NV)","hallea000tyl"
"708",2016,24,NA,708,"FrRnd",2,"Reds","Y","Bruce Yari (minors)","1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of British Columbia (Vancouver, BC)","yari--000bru"
"709",2016,24,NA,709,"FrRnd",3,"Braves","Y","Matt Hearn (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Mission College (Santa Clara, CA)","hearn-000mat"
"710",2016,24,NA,710,"FrRnd",4,"Rockies","Y","J.D. Hammer (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Marshall University (Huntington, WV)","hammer000jd-"
"711",2016,24,NA,711,"FrRnd",5,"Brewers","Y","Michael Gonzalez (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Norwalk HS (Norwalk, CT)","gonzal011mic"
"712",2016,24,NA,712,"FrRnd",6,"Athletics","Y","Rob Bennie (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","East Stroudsburg University of Pennsylvania (East Stroudsburg, PA)","bennie000rob"
"713",2016,24,NA,713,"FrRnd",7,"Marlins","Y","J.J. Gould (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Jacksonville University (Jacksonville, FL)","gould-000jor"
"714",2016,24,NA,714,"FrRnd",8,"Padres","N","Hunter Bishop (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Serra HS (San Mateo, CA)","bishop000hun"
"715",2016,24,NA,715,"FrRnd",9,"Tigers","Y","Evan Hill (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Michigan (Ann Arbor, MI)","hill--000eva"
"716",2016,24,NA,716,"FrRnd",10,"White Sox","Y","Brady Conlan (minors)","3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","California State University Dominguez Hills (Carson, CA)","conlan000bra"
"717",2016,24,NA,717,"FrRnd",11,"Mariners","Y","Trey Griffey (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Arizona (Tucson, AZ)","griffe000tre"
"718",2016,24,NA,718,"FrRnd",12,"Red Sox","Y","Hunter Smith (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of North Carolina at Greensboro (Greensboro, NC)","smith-000hun"
"719",2016,24,NA,719,"FrRnd",13,"Diamondbacks","Y","Riley Smith (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Louisiana State University (Baton Rouge, LA)","smith-001ril"
