"","Year","Rnd","DT","OvPck","FrRnd","RdPck","Tm","Signed","Name","Pos","WAR","G","AB","HR","BA","OPS","G.1","W","L","ERA","WHIP","SV","Type","Drafted.Out.of","bbrid"
"389",2016,13,NA,389,"FrRnd",13,"Diamondbacks","Y","Manny Jefferson (minors)","2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Pepperdine University (Malibu, CA)","jeffer000man"
"390",2016,13,NA,390,"FrRnd",14,"Rays","Y","Nathaniel Lowe (minors)","1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Mississippi State University (Mississippi State, MS)","lowe--000nat"
"391",2016,13,NA,391,"FrRnd",15,"Orioles","Y","Brandon Bonilla (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Hawaii Pacific University (Honolulu, HI)","bonill000bra"
"392",2016,13,NA,392,"FrRnd",16,"Indians","Y","Gavin Collins (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Mississippi State University (Mississippi State, MS)","collin000gav"
"393",2016,13,NA,393,"FrRnd",17,"Twins","Y","Ryan Mason (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of California, Berkeley (Berkeley, CA)","mason-000rya"
"394",2016,13,NA,394,"FrRnd",18,"Nationals","Y","Conner Simonetti (minors)","1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Kent State University (Kent, OH)","simone000con"
"395",2016,13,NA,395,"FrRnd",19,"Giants","Y","Jose Layer (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Colegio Angel David HS (Toa Alta, Puerto Rico)","layer-000jos"
"396",2016,13,NA,396,"FrRnd",20,"Angels","N","Anthony Molina (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","West Broward HS (Hollywood, FL)","molina003ant"
"397",2016,13,NA,397,"FrRnd",21,"Astros","Y","Ryne Birk (minors)","2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Texas A&M University (College Station, TX)","birk--000ryn"
"398",2016,13,NA,398,"FrRnd",22,"Yankees","Y","Brian Trieglaff (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Texas Christian University (Fort Worth, TX)","triegl000bri"
"399",2016,13,NA,399,"FrRnd",23,"Rangers","Y","Jonah McReynolds (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Patrick Henry Community College (Martinsville, VA)","mcreyn000jon"
"400",2016,13,NA,400,"FrRnd",24,"Mets","Y","Dan Rizzie (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Xavier University (Cincinnati, OH)","rizzie000dan"
"401",2016,13,NA,401,"FrRnd",25,"Dodgers","Y","Cody Thomas (minors)","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Oklahoma (Norman, OK)","thomas000cod"
"402",2016,13,NA,402,"FrRnd",26,"Blue Jays","N","Chris Lincoln (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Rancho Verde HS (Moreno Valley, CA)","lincol000chr"
"403",2016,13,NA,403,"FrRnd",27,"Royals","Y","Logan Gray (minors)","2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Austin Peay State University (Clarksville, TN)","gray--000log"
"404",2016,13,NA,404,"FrRnd",28,"Cubs","Y","Wyatt Short (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Mississippi (Oxford, MS)","short-000wya"
"405",2016,13,NA,405,"FrRnd",29,"Pirates","Y","John Pomeroy (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Oregon State University (Corvallis, OR)","pomero000joh"
"406",2016,13,NA,406,"FrRnd",30,"Cardinals","Y","Shane Billings (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Wingate University (Wingate, NC)","billin000sha"
"407",2016,14,NA,407,"FrRnd",1,"Phillies","Y","Darick Hall (minors)","1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Dallas Baptist University (Dallas, TX)","hall--003dar"
"408",2016,14,NA,408,"FrRnd",2,"Reds","Y","Jesse Adams (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Boston College (Chestnut Hill, MA)","adams-000jes"
"409",2016,14,NA,409,"FrRnd",3,"Braves","Y","Ramon Osuna (minors)","1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Walters State Community College (Morristown, TN)","osuna-000ram"
"410",2016,14,NA,410,"FrRnd",4,"Rockies","Y","Matt Dennis (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Bradley University (Peoria, IL)","dennis000mat"
"411",2016,14,NA,411,"FrRnd",5,"Brewers","Y","Gabriel Garcia (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Broward Community College (Fort Lauderdale, FL)","garcia005gab"
"412",2016,14,NA,412,"FrRnd",6,"Athletics","Y","Nolan Blackwood (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Memphis (Memphis, TN)","blackw000nol"
"413",2016,14,NA,413,"FrRnd",7,"Marlins","Y","Michael Mertz (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Oklahoma State University (Stillwater, OK)","mertz-000mic"
"414",2016,14,NA,414,"FrRnd",8,"Padres","N","Jared Poche (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Louisiana State University (Baton Rouge, LA)","poche-000jar"
"415",2016,14,NA,415,"FrRnd",9,"Tigers","Y","Austin Athmann (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Minnesota (Minneapolis, MN)","athman000aus"
"416",2016,14,NA,416,"FrRnd",10,"White Sox","Y","Bryan Saucedo (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Davenport University (Grand Rapids, MI)","sauced000bry"
"417",2016,14,NA,417,"FrRnd",11,"Mariners","Y","Kyle Davis (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Southern California (Los Angeles, CA)","davis-002kyl"
"418",2016,14,NA,418,"FrRnd",12,"Red Sox","Y","Robby Sexton (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Wright State University (Dayton, OH)","sexton002rob"
"419",2016,14,NA,419,"FrRnd",13,"Diamondbacks","Y","Colin Poche (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Dallas Baptist University (Dallas, TX)","poche-000col"
"420",2016,14,NA,420,"FrRnd",14,"Rays","Y","Miles Mastrobuoni (minors)","2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Nevada-Reno (Reno, NV)","mastro000mil"
"421",2016,14,NA,421,"FrRnd",15,"Orioles","Y","Ruben Garcia (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Eastern Florida State College (Cocoa, FL)","garcia007rub"
"422",2016,14,NA,422,"FrRnd",16,"Indians","Y","Mitch Longo (minors)","LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Ohio University (Athens, OH)","longo-000mit"
"423",2016,14,NA,423,"FrRnd",17,"Twins","Y","Andre Jernigan (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Xavier University (Cincinnati, OH)","jernig000and"
"424",2016,14,NA,424,"FrRnd",18,"Nationals","Y","Kyle Simonds (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Texas A&M University (College Station, TX)","simond000kyl"
"425",2016,14,NA,425,"FrRnd",19,"Giants","Y","Conner Menez (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","The Master's College (Santa Clarita, CA)","menez-000con"
"426",2016,14,NA,426,"FrRnd",20,"Angels","Y","Francisco Del Valle (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Puerto Rico Baseball Academy (Gurabo, Puerto Rico)","delval001fra"
"427",2016,14,NA,427,"FrRnd",21,"Astros","Y","Carson LaRue (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Cowley County Community College (Arkansas City, KS)","larue-000car"
"428",2016,14,NA,428,"FrRnd",22,"Yankees","Y","Jordan Scott (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","IMG Academy (Bradenton, FL)","scott-002jor"
"429",2016,14,NA,429,"FrRnd",23,"Rangers","Y","Derek Heffel (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Madison Area Technical College (Madison, WI)","heffel000der"
"430",2016,14,NA,430,"FrRnd",24,"Mets","Y","Christian James (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","East Lake HS (Tarpon Springs, FL)","james-000chr"
"431",2016,14,NA,431,"FrRnd",25,"Dodgers","Y","Dean Kremer (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Nevada-Las Vegas (Las Vegas, NV)","kremer000dea"
"432",2016,14,NA,432,"FrRnd",26,"Blue Jays","Y","Chris Hall (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Elon University (Elon, NC)","hall--006chr"
"433",2016,14,NA,433,"FrRnd",27,"Royals","Y","David McKay (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Florida Atlantic University (Boca Raton, FL)","mckay-002dav"
"434",2016,14,NA,434,"FrRnd",28,"Cubs","N","Parker Dunshee (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Wake Forest University (Winston-Salem, NC)","dunshe000par"
"435",2016,14,NA,435,"FrRnd",29,"Pirates","N","Hagen Owenby (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","East Tennessee State University (Johnson City, TN)","owenby000hag"
"436",2016,14,NA,436,"FrRnd",30,"Cardinals","Y","Vincent Jackson (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Tennessee (Knoxville, TN)","jackso003vin"
"437",2016,15,NA,437,"FrRnd",1,"Phillies","N","Alex Wojciechowski (minors)","1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Minnesota, Duluth (Duluth, MN)","wojcie000ale"
"438",2016,15,NA,438,"FrRnd",2,"Reds","Y","Jesse Stallings (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Louisiana State University (Baton Rouge, LA)","stalli000jes"
"439",2016,15,NA,439,"FrRnd",3,"Braves","Y","Zach Becherer (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Rend Lake College (Ina, IL)","becher000zac"
"440",2016,15,NA,440,"FrRnd",4,"Rockies","Y","Justin Valdespina (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Southern New Hampshire University (Manchester, NH)","valdes001jus"
"441",2016,15,NA,441,"FrRnd",5,"Brewers","Y","Scott Serigstad (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","California State University Fullerton (Fullerton, CA)","serigs000sco"
"442",2016,15,NA,442,"FrRnd",6,"Athletics","Y","Ty Damron (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Texas Tech University (Lubbock, TX)","damron000ty-"
"443",2016,15,NA,443,"FrRnd",7,"Marlins","Y","James Nelson (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Cisco College (Cisco, TX)","nelson009jam"
"444",2016,15,NA,444,"FrRnd",8,"Padres","Y","Jack Suwinski (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Taft HS (Chicago, IL)","suwins000jac"
"445",2016,15,NA,445,"FrRnd",9,"Tigers","Y","John Schreiber (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Northwestern Ohio (Lima, OH)","schrei002joh"
"446",2016,15,NA,446,"FrRnd",10,"White Sox","Y","Jake Elliott (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Oklahoma (Norman, OK)","elliot000jak"
"447",2016,15,NA,447,"FrRnd",11,"Mariners","Y","Danny Garcia (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Miami (Coral Gables, FL)","garcia011dan"
"448",2016,15,NA,448,"FrRnd",12,"Red Sox","N","Michael Wilson (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Colonia HS (Iselin, NJ)","wilson008mic"
"449",2016,15,NA,449,"FrRnd",13,"Diamondbacks","Y","Tyler Keele (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Morehead State University (Morehead, KY)","keele-000tyl"
"450",2016,15,NA,450,"FrRnd",14,"Rays","Y","Dalton Moats (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Delta State University (Cleveland, MS)","moats-000dal"
"451",2016,15,NA,451,"FrRnd",15,"Orioles","Y","Nick Jobst (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of South Carolina Aiken (Aiken, SC)","jobst-000nic"
"452",2016,15,NA,452,"FrRnd",16,"Indians","N","Zack Smith (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Eastern Wayne HS (Goldsboro, NC)","smith-008zac"
"453",2016,15,NA,453,"FrRnd",17,"Twins","Y","Tyler Wells (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","California State University San Bernardino (San Bernardino, CA)","wells-002tyl"
"454",2016,15,NA,454,"FrRnd",18,"Nationals","Y","Ryan Williamson (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","North Carolina State University (Raleigh, NC)","willia005rya"
"455",2016,15,NA,455,"FrRnd",19,"Giants","Y","D.J. Myers (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Nevada-Las Vegas (Las Vegas, NV)","myers-000dj-"
"456",2016,15,NA,456,"FrRnd",20,"Angels","Y","Mike Kaelin (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University at Buffalo, State University of New York (Buffalo, NY)","kaelin000mik"
"457",2016,15,NA,457,"FrRnd",21,"Astros","Y","Alex DeGoti (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Barry University (Miami Shores, FL)","degoti000ale"
"458",2016,15,NA,458,"FrRnd",22,"Yankees","Y","Tony Hernandez (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Monroe Community College (Rochester, NY)","hernan002ton"
"459",2016,15,NA,459,"FrRnd",23,"Rangers","Y","Kobie Taylor (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Portsmouth HS (Portsmouth, NH)","taylor000kob"
"460",2016,15,NA,460,"FrRnd",24,"Mets","Y","Jacob Zanon (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Lewis-Clark State College (Lewiston, ID)","zanon-000jac"
"461",2016,15,NA,461,"FrRnd",25,"Dodgers","Y","Brayan Morales (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Hillsborough Community College (Tampa, FL)","morale001bra"
"462",2016,15,NA,462,"FrRnd",26,"Blue Jays","Y","Josh Winckowski (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Estero HS (Estero, FL)","wincko000jos"
"463",2016,15,NA,463,"FrRnd",27,"Royals","Y","Mike Messier (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Bellarmine College (Louisville, KY)","messie000mic"
"464",2016,15,NA,464,"FrRnd",28,"Cubs","Y","Jed Carter (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Auburn University at Montgomery (Montgomery, AL)","carter000jed"
"465",2016,15,NA,465,"FrRnd",29,"Pirates","Y","Danny Beddes (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Utah Valley State University (Orem, UT)","beddes000dan"
"466",2016,15,NA,466,"FrRnd",30,"Cardinals","Y","J.R. Davis (minors)","2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Oklahoma State University (Stillwater, OK)","davis-001jr-"
"467",2016,16,NA,467,"FrRnd",1,"Phillies","Y","Brett Barbier (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","California Polytechnic State University, San Luis Obispo (San Luis Obispo, CA)","barbie000bre"
"468",2016,16,NA,468,"FrRnd",2,"Reds","Y","Mauro Conde (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Cupeyville School (San Juan, Puerto Rico)","conde-000mau"
"469",2016,16,NA,469,"FrRnd",3,"Braves","N","Josh Anthony (minors)","3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Western Oklahoma State College (Altus, OK)","anthon004jos"
"470",2016,16,NA,470,"FrRnd",4,"Rockies","Y","Will Haynie (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Alabama (Tuscaloosa, AL)","haynie002wil"
"471",2016,16,NA,471,"FrRnd",5,"Brewers","N","Louis Crow (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Buena Park HS (Buena Park, CA)","crow--000lou"
"472",2016,16,NA,472,"FrRnd",6,"Athletics","Y","Anthony Churlin (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Island Coast HS (Cape Coral, FL)","churli000ant"
"473",2016,16,NA,473,"FrRnd",7,"Marlins","Y","Dustin Beggs (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Kentucky (Lexington, KY)","beggs-000dus"
"474",2016,16,NA,474,"FrRnd",8,"Padres","Y","Chris Mattison (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Southeastern University (Lakeland, FL)","mattis000chr"
"475",2016,16,NA,475,"FrRnd",9,"Tigers","Y","Will Savage (minors)","2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Columbia University (New York, NY)","savage006wil"
"476",2016,16,NA,476,"FrRnd",10,"White Sox","Y","Ben Wright (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Nevada-Las Vegas (Las Vegas, NV)","wright003ben"
"477",2016,16,NA,477,"FrRnd",11,"Mariners","N","Lyle Lin (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","JSerra Catholic HS (San Juan Capistrano, CA)","lin---000lyl"
"478",2016,16,NA,478,"FrRnd",12,"Red Sox","Y","Alberto Schmidt (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Colegio Angel David HS (Toa Alta, Puerto Rico)","schmid000alb"
"479",2016,16,NA,479,"FrRnd",13,"Diamondbacks","Y","Nick Blackburn (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Illinois at Urbana-Champaign (Champaign, IL)","blackb000nic"
"480",2016,16,NA,480,"FrRnd",14,"Rays","N","Dominic Miroglio (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of California, Los Angeles (Los Angeles, CA)","mirogl000dom"
"481",2016,16,NA,481,"FrRnd",15,"Orioles","Y","Willie Rios (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Florida SouthWestern State College (Fort Myers, FL)","rios--002wil"
"482",2016,16,NA,482,"FrRnd",16,"Indians","Y","Ben Krauth (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Kansas (Lawrence, KS)","krauth000ben"
"483",2016,16,NA,483,"FrRnd",17,"Twins","Y","Tyler Beardsley (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","California State University Sacramento (Sacramento, CA)","beards000tyl"
"484",2016,16,NA,484,"FrRnd",18,"Nationals","Y","Phil Morse (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Shenandoah University (Winchester, VA)","morse-000phi"
"485",2016,16,NA,485,"FrRnd",19,"Giants","Y","Chris Falwell (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Texas A&M University-Corpus Christi (Corpus Christi, TX)","falwel000chr"
"486",2016,16,NA,486,"FrRnd",20,"Angels","Y","Keith Grieshaber (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Jefferson College (Hillsboro, MO)","griesh000kei"
"487",2016,16,NA,487,"FrRnd",21,"Astros","Y","Spencer Johnson (minors)","LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Missouri State University (Springfield, MO)","johnso000spe"
"488",2016,16,NA,488,"FrRnd",22,"Yankees","N","Zach Linginfelter (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Sevier County HS (Sevierville, TN)","lingin000zac"
"489",2016,16,NA,489,"FrRnd",23,"Rangers","Y","Scott Engler (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Cowley County Community College (Arkansas City, KS)","engler001sco"
"490",2016,16,NA,490,"FrRnd",24,"Mets","Y","Trent Johnson (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Santa Fe Community College (Gainesville, FL)","johnso005tre"
"491",2016,16,NA,491,"FrRnd",25,"Dodgers","Y","Darien Tubbs (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Memphis (Memphis, TN)","tubbs-000dar"
"492",2016,16,NA,492,"FrRnd",26,"Blue Jays","N","Dominic Taccolini (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Arkansas (Fayetteville, AR)","taccol000dom"
"493",2016,16,NA,493,"FrRnd",27,"Royals","Y","Nick Heath (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Northwestern State University of Louisiana (Natchitoches, LA)","heath-000nic"
"494",2016,16,NA,494,"FrRnd",28,"Cubs","Y","Holden Cammack (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Oral Roberts University (Tulsa, OK)","cammac000hol"
"495",2016,16,NA,495,"FrRnd",29,"Pirates","Y","Matt Diorio (minors)","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Central Florida (Orlando, FL)","diorio000mat"
"496",2016,16,NA,496,"FrRnd",30,"Cardinals","Y","Tyler Lancaster (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Spartanburg Methodist College (Spartanburg, SC)","lancas000tyl"
"497",2016,17,NA,497,"FrRnd",1,"Phillies","Y","Danny Zardon (minors)","3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Nova Southeastern University (Fort Lauderdale, FL)","zardon000dan"
"498",2016,17,NA,498,"FrRnd",2,"Reds","N","Mitchell Traver (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Texas Christian University (Fort Worth, TX)","traver000mit"
"499",2016,17,NA,499,"FrRnd",3,"Braves","Y","Devan Watts (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Tusculum College (Greenville, TN)","watts-000dev"
"500",2016,17,NA,500,"FrRnd",4,"Rockies","Y","Mike Bunal (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","State University of New York at Binghamton (Binghamton, NY)","bunal-000mik"
"501",2016,17,NA,501,"FrRnd",5,"Brewers","Y","Weston Wilson (minors)","3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Clemson University (Clemson, SC)","wilson001wes"
"502",2016,17,NA,502,"FrRnd",6,"Athletics","Y","Seth Martinez (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Arizona State University (Tempe, AZ)","martin000set"
"503",2016,17,NA,503,"FrRnd",7,"Marlins","Y","Brent Wheatley (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Southern California (Los Angeles, CA)","wheatl000bre"
"504",2016,17,NA,504,"FrRnd",8,"Padres","Y","Chris Baker (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Washington (Seattle, WA)","baker-003chr"
"505",2016,17,NA,505,"FrRnd",9,"Tigers","Y","Brandyn Sittinger (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Ashland University (Ashland, OH)","sittin000bra"
"506",2016,17,NA,506,"FrRnd",10,"White Sox","Y","Brad Haymes (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Gardner-Webb University (Boiling Springs, NC)","haymes000bra"
"507",2016,17,NA,507,"FrRnd",11,"Mariners","Y","Dimas Ojeda (minors)","LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","McLennan Community College (Waco, TX)","ojeda-000dim"
"508",2016,17,NA,508,"FrRnd",12,"Red Sox","Y","Nick Sciortino (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Boston College (Chestnut Hill, MA)","sciort000nic"
